EntrezID	EnsemblTranscriptID	GeneSymbols
178055	F45F2.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
178066	F45F2.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
179233	F45F2.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
179260	F45F2.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
179264	F45F2.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
179267	F45F2.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
179341	F45F2.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
188792	F45F2.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
191667	F45F2.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
191671	F45F2.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
191677	F45F2.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
191680	F45F2.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
172860	F45F2.4	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
175025	F45F2.4	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
175028	F45F2.4	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
175034	F45F2.4	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
177521	F45F2.4	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
178048	F45F2.4	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
178056	F45F2.4	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
179261	F45F2.4	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
179265	F45F2.4	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
180073	F45F2.4	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
184112	F45F2.4	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
186671	F45F2.4	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
191669	F45F2.4	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
191676	F45F2.4	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
191678	F45F2.4	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
259800	F45F2.4	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
176767	F45G2.6	trf-1
172909	F45H11.1	sptf-1
172914	F45H11.4	mgl-2
179375	F46B6.7	ztf-7
181012	F46C8.5	ceh-14
172219	F46F11.2	cey-2
185853	F46F3.1	ceh-27
185876	F46G10.3	sir-2.3
181457	F46G10.6	mxl-3
181455	F46G10.7	sir-2.2
181194	F47A4.2	dpy-22
185907	F47C10.1	nhr-185
185909	F47C10.3	nhr-186
185910	F47C10.4	nhr-187
185912	F47C10.7	nhr-188
185913	F47C10.8	nhr-189
175890	F47D12.4	hmg-1.2
185936	F47E1.3	F47E1.3
185946	F47G4.6	hmg-6
180149	F47H4.1	lsy-27
185967	F48B9.5	npax-2
180698	F48D6.1	taf-11.1
185980	F48D6.3	hlh-13
185999	F48G7.11	nhr-190
191730	F48G7.3	nhr-83
180853	F49E10.5	ctbp-1
174341	F49E12.6	efl-3
177529	F49E8.2	F49E8.2
180522	F49H12.1	lsy-2
172616	F52B5.5	cep-1
3565939	F52B5.7	F52B5.7
176993	F52C12.5	elt-6
179224	F52E1.1	pos-1
181701	F52E10.1	sdc-1
186116	F52E4.8	ztf-13
172844	F52F12.4	lsl-1
172845	F52F12.6	ztf-11
191629	F53A2.5	dro-1
178205	F53B2.6	ham-1
180575	F53B3.1	tra-4
186155	F53B7.2	frpr-9
186179	F53F8.1	klf-2
176944	F53H1.4	CELE_F53H1.4|F53H1.4
179505	F53H10.2	saeg-1
181674	F53H4.1	csb-1
181676	F53H4.5	gmeb-2
181672	F53H4.6	F53H4.6
171679	F54A5.1	hmbx-1
186200	F54B8.2	nhr-282
172123	F54C1.3	mes-3
175173	F54C4.3	attf-3
186223	F54C8.2	cpar-1
178035	F54D1.4	nhr-7
175030	F54E12.1	his-55|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-49|his-13|his-9
175031	F54E12.1	his-55|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-49|his-13|his-9
177628	F54E12.1	his-55|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-49|his-13|his-9
180074	F54E12.1	his-55|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-49|his-13|his-9
181821	F54E12.1	his-55|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-49|his-13|his-9
184113	F54E12.1	his-55|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-49|his-13|his-9
184200	F54E12.1	his-55|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-49|his-13|his-9
184804	F54E12.1	his-55|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-49|his-13|his-9
186250	F54E12.1	his-55|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-49|his-13|his-9
186325	F54E12.1	his-55|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-49|his-13|his-9
191668	F54E12.1	his-55|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-49|his-13|his-9
191672	F54E12.1	his-55|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-49|his-13|his-9
191673	F54E12.1	his-55|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-49|his-13|his-9
246024	F54E12.1	his-55|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-49|his-13|his-9
178054	F54E12.2	F54E12.2
175027	F54E12.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
175032	F54E12.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
177522	F54E12.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
178050	F54E12.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
178055	F54E12.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
178066	F54E12.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
179233	F54E12.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
179260	F54E12.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
179264	F54E12.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
179267	F54E12.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
179341	F54E12.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
188792	F54E12.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
191667	F54E12.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
191671	F54E12.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
191677	F54E12.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
191680	F54E12.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
178049	F54E12.4	his-58|his-48|his-66|his-62
186251	F54E12.4	his-58|his-48|his-66|his-62
186326	F54E12.4	his-58|his-48|his-66|his-62
186670	F54E12.4	his-58|his-48|his-66|his-62
172860	F54E12.5	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
175025	F54E12.5	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
175028	F54E12.5	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
175034	F54E12.5	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
177521	F54E12.5	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
178048	F54E12.5	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
178056	F54E12.5	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
179261	F54E12.5	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
179265	F54E12.5	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
180073	F54E12.5	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
184112	F54E12.5	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
186671	F54E12.5	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
191669	F54E12.5	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
191676	F54E12.5	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
191678	F54E12.5	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
259800	F54E12.5	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
176237	F54F2.2	zfp-1
176236	F54F2.5	ztf-1
176241	F54F2.9	F54F2.9
192053	F54F7.1	taf-7.1
191713	F54H5.4	klf-3
172984	F55A3.3	F55A3.3
176992	F55A8.1	egl-18
178384	F55B11.4	F55B11.4
179877	F55B12.1	ceh-24
4363106	F55C5.11	CELE_F55C5.11|F55C5.11
192082	F55D12.4	unc-55
172223	F55F8.2	F55F8.2
172860	F55G1.10	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
175025	F55G1.10	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
175028	F55G1.10	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
175034	F55G1.10	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
177521	F55G1.10	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
178048	F55G1.10	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
178056	F55G1.10	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
179261	F55G1.10	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
179265	F55G1.10	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
180073	F55G1.10	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
184112	F55G1.10	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
186671	F55G1.10	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
191669	F55G1.10	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
191676	F55G1.10	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
191678	F55G1.10	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
259800	F55G1.10	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
175027	F55G1.11	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
175032	F55G1.11	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
177522	F55G1.11	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
178050	F55G1.11	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
178055	F55G1.11	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
178066	F55G1.11	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
179233	F55G1.11	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
179260	F55G1.11	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
179264	F55G1.11	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
179267	F55G1.11	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
179341	F55G1.11	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
188792	F55G1.11	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
191667	F55G1.11	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
191671	F55G1.11	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
191677	F55G1.11	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
191680	F55G1.11	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
175030	F55G1.2	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
175031	F55G1.2	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
177628	F55G1.2	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
180074	F55G1.2	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
181821	F55G1.2	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
184113	F55G1.2	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
184200	F55G1.2	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
184804	F55G1.2	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
186250	F55G1.2	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
186325	F55G1.2	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
191668	F55G1.2	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
191672	F55G1.2	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
191673	F55G1.2	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
246024	F55G1.2	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
178049	F55G1.3	his-58|his-48|his-66|his-62
186251	F55G1.3	his-58|his-48|his-66|his-62
186326	F55G1.3	his-58|his-48|his-66|his-62
186670	F55G1.3	his-58|his-48|his-66|his-62
13181292	F55H12.6	ztf-26
172699	F55H12.6	ztf-26
191623	F56A12.1	unc-39
186375	F56D1.1	F56D1.1
175773	F56D2.7	ced-6
180609	F56E3.4	fax-1
175404	F56F11.3	klf-1
186410	F56H1.2	nhr-266
180059	F57A10.5	nhr-60
3565118	F57A10.6	nhr-283
179399	F57A8.1	F57A8.1
186431	F57A8.5	nhr-192
266837	F57B10.1	let-607
186449	F57C12.3	hlh-19
172100	F57C9.4	glo-2|F57C9.4
180098	F57G8.6	nhr-193
181292	F58A3.1	ldb-1
176364	F58A4.11	gei-13
176359	F58A4.3	hcp-3
176360	F58A4.7	hlh-11
176362	F58A4.9	CELE_F58A4.9|rpac-19
179893	F58E10.2	end-1
191631	F58E10.5	end-3
192081	F58E6.10	unc-42
174931	F58G1.2	F58G1.2
177800	F58G6.5	nhr-34
186584	F59A7.4	hil-6
178681	F59A7.8	F59A7.8|CELE_F59A7.8
174614	F59B10.1	pqn-47
186602	F59C6.2	CELE_F59C6.2|dhhc-12
186625	F59E11.10	nhr-195
186626	F59E11.11	nhr-143
186627	F59E11.12	nhr-144
186624	F59E11.8	nhr-194
186645	F59H6.6	ceh-85
181551	H01A20.1	nhr-3
178049	H02I12.6	his-58|his-48|his-66|his-62
186251	H02I12.6	his-58|his-48|his-66|his-62
186326	H02I12.6	his-58|his-48|his-66|his-62
186670	H02I12.6	his-58|his-48|his-66|his-62
172860	H02I12.7	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
175025	H02I12.7	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
175028	H02I12.7	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
175034	H02I12.7	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
177521	H02I12.7	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
178048	H02I12.7	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
178056	H02I12.7	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
179261	H02I12.7	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
179265	H02I12.7	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
180073	H02I12.7	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
184112	H02I12.7	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
186671	H02I12.7	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
191669	H02I12.7	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
191676	H02I12.7	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
191678	H02I12.7	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
259800	H02I12.7	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
172432	H06O01.2	chd-1
175167	H10E21.3	nhr-80
179589	H12C20.3	nhr-68
179588	H12C20.6	nhr-101
186741	H14A12.4	mls-1
186747	H16D19.3	CELE_H16D19.3|H16D19.3
173769	H20J04.2	athp-2
186755	H20J04.3	madf-3
178071	H21P03.1	mbf-1
186760	H22D14.1	nhr-267
173023	H25P06.2	cdk-9
171938	H26D21.2	msh-2
177810	H27C11.1	nhr-97
172412	H27M09.2	rpb-5
186797	H32C10.3	H32C10.3|dhhc-13
178823	H43I07.2	rpac-40|H43I07.2
178280	JC8.6	lin-54
176308	K01B6.1	fozi-1
176507	K01G5.1	rnf-113
191720	K01H12.3	nhr-38
172640	K02B12.1	ceh-6
181503	K02B9.4	elt-3
186874	K02D7.2	K02D7.2
175240	K02F3.4	zip-2
180745	K02G10.1	K02G10.1|dhhc-10
186912	K02H8.1	mbl-1
175027	K03A1.6	his-28|his-67|his-14|his-10|his-18|his-50|his-64|his-38|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
175032	K03A1.6	his-28|his-67|his-14|his-10|his-18|his-50|his-64|his-38|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
177522	K03A1.6	his-28|his-67|his-14|his-10|his-18|his-50|his-64|his-38|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
178050	K03A1.6	his-28|his-67|his-14|his-10|his-18|his-50|his-64|his-38|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
178055	K03A1.6	his-28|his-67|his-14|his-10|his-18|his-50|his-64|his-38|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
178066	K03A1.6	his-28|his-67|his-14|his-10|his-18|his-50|his-64|his-38|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
179233	K03A1.6	his-28|his-67|his-14|his-10|his-18|his-50|his-64|his-38|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
179260	K03A1.6	his-28|his-67|his-14|his-10|his-18|his-50|his-64|his-38|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
179264	K03A1.6	his-28|his-67|his-14|his-10|his-18|his-50|his-64|his-38|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
179267	K03A1.6	his-28|his-67|his-14|his-10|his-18|his-50|his-64|his-38|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
179341	K03A1.6	his-28|his-67|his-14|his-10|his-18|his-50|his-64|his-38|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
188792	K03A1.6	his-28|his-67|his-14|his-10|his-18|his-50|his-64|his-38|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
191667	K03A1.6	his-28|his-67|his-14|his-10|his-18|his-50|his-64|his-38|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
191671	K03A1.6	his-28|his-67|his-14|his-10|his-18|his-50|his-64|his-38|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
191677	K03A1.6	his-28|his-67|his-14|his-10|his-18|his-50|his-64|his-38|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
191680	K03A1.6	his-28|his-67|his-14|his-10|his-18|his-50|his-64|his-38|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
191619	K03A11.3	ceh-28
180670	K03C7.2	fkh-9
180459	K03E6.1	lim-6
181533	K04C1.3	K04C1.3
175960	K04C2.2	K04C2.2
191706	K04C2.6	med-2
173338	K05C4.6	hmp-2
173978	K05F1.5	K05F1.5
187043	K06A1.1	aptf-1
174066	K06A1.4	nhr-22
180493	K06A9.2	K06A9.2
180052	K06B4.1	nhr-51
187058	K06B4.10	nhr-199
180053	K06B4.11	nhr-53
3565623	K06B4.2	nhr-52
187053	K06B4.5	nhr-196
187054	K06B4.6	nhr-268
187055	K06B4.7	nhr-197
187056	K06B4.8	nhr-198
187062	K06B9.5	pax-2
175027	K06C4.10	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
175032	K06C4.10	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
